title,types,score,drector,writer,actor,account,country,label,flim_version
速度与激情5,"动作, 犯罪",8.4,林诣彬 Justin Lin,"克里斯·摩根 Chris Morgan, 盖瑞·斯科特·汤普森 Gary Scott Thompson","范·迪塞尔, 保罗·沃克, 道恩·强森, 乔丹娜·布鲁斯特, 泰瑞斯·吉布森, 卢达克里斯, 马特·斯查尔兹, 姜成镐, 盖尔·加朵, 埃尔莎·帕塔奇, 乔昆姆·德·阿尔梅达, 迈克尔·厄尔比",230234,美国,193.39656,1
无间道2,"动作, 犯罪, 剧情, 惊悚",8.4,"刘伟强, 麦兆辉","麦兆辉, 庄文强","陈冠希, 余文乐, 曾志伟, 黄秋生, 吴镇宇, 刘嘉玲, 胡军, 张耀扬, 杜汶泽, 连凯, 廖启智, 惠英红",186867,香港,156.96828,2
黑客帝国2：重装上阵,"动作, 科幻",8.4,"Andy Wachowski, Larry Wachowski","Andy Wachowski, Larry Wachowski","基努·里维斯, 凯瑞-安·莫斯, 劳伦斯·菲什伯恩, 雨果·维文, 莫妮卡·贝鲁奇, 贾达·萍克·史密斯, 格洛丽亚·福斯特, 邹兆龙, 朗贝尔·维尔森",162224,"美国, 澳大利亚",136.26816,1
罪恶之城,"动作, 犯罪, 惊悚",8.4,"弗兰克·米勒 Frank Miller, 罗伯特·罗德里格兹 Robert Rodriguez, 昆汀·塔伦蒂诺 Quentin Tarantino",弗兰克·米勒 Frank Miller,"杰西卡·阿尔芭, 布鲁斯·威利斯, 克里夫·欧文, 本尼西奥·德尔·托罗, 罗莎里奥·道森, 布莱特妮·墨菲, 米基·洛克, 阿丽克西斯·布莱德尔, 乔什·哈奈特, 卡拉·古奇诺, 戴文青木, 迈克·克拉克·邓肯, 伊莱贾·伍德, 尼克·斯塔尔",141944,美国,119.23296,3
角斗士,"剧情, 动作, 历史, 冒险",8.4,Ridley Scott,"David Franzoni, John Logan, William Nicholson","罗素·克劳, 杰昆·菲尼克斯, 康妮·尼尔森, 理查德·哈里斯, 杰曼·翰苏, 奥列佛·里德, 德里克·雅各比",133783,"英国, 美国",112.37772,2
暗战,"动作, 剧情, 犯罪",8.4,杜琪峰 Johnnie To,"朱连·卡邦 Julien Carbon, 劳伦特·考蒂奥德 Laurent Courtiaud, 游乃海 Nai-Hoi Yau","刘德华, 刘青云, 蒙嘉慧, 李子雄, 许绍雄, 林雪, 黄卓玲, 林伟健, 罗永昌",128496,香港,107.93664,1
神探,"动作, 犯罪, 惊悚",8.4,"杜琪峰 Johnnie To, 韦家辉 Ka-Fai Wai","韦家辉 Ka-Fai Wai, 欧健儿 Kin-Yee Au","刘青云, 安志杰, 林家栋, 林熙蕾, 李国麟, 李彩宁 , 陈慧珊, 林雪, 张兆辉, 刘锦玲, 郭少芸, 郑保瑞",123460,香港,103.7064,1
黄海,"剧情, 动作, 犯罪",8.4,罗泓轸 Hong-jin Na,罗泓轸 Hong-jin Na,"河正宇, 金允石, 郑满植, 李哲民 , 李艾",94593,"韩国, 美国, 香港",79.45812,2
王牌对王牌,"动作, 犯罪, 剧情, 悬疑, 惊悚",8.4,F. Gary Gray,"James DeMonaco, Kevin Fox","塞缪尔·杰克逊, 凯文·史派西, 大卫·摩斯, 朗·瑞弗金, 保罗·吉亚玛提, 约翰·斯宾塞",71127,"美国, 德国",59.74668,1
盗火线,"剧情, 动作, 犯罪, 惊悚",8.4,迈克尔·曼 Michael Mann,迈克尔·曼 Michael Mann,"阿尔·帕西诺, 罗伯特·德尼罗, 方·基默, 强·沃特, 汤姆·塞兹摩尔,  戴安·维诺拉, 艾米·布伦尼曼, 艾什莉·贾德, 麦凯尔泰·威廉逊, 韦斯·斯塔迪, 泰德·拉文, 丹尼斯·海斯伯特, 威廉·菲德内尔, 娜塔莉·波特曼, 汤姆·诺南, 凯文·盖奇, 汉克·阿扎利亚, 苏珊·泰勒, 丹尼·特雷霍, 亨利·罗林斯, 杰瑞·特林伯",70866,美国,59.52744,1
阿基拉,"动作, 科幻, 动画",8.4,大友克洋 Katsuhiro ?tomo,"大友克洋 Katsuhiro ?tomo, 桥本以葬 Iz? Hashimoto","岩田光央, 佐佐木望, 小山茉美, 玄田哲章, 北村弘一, 池水通洋",25049,日本,21.04116,1
精武门,"动作, 剧情, 爱情, 惊悚",8.4,罗维,"罗维, 倪匡 Kuang Ni","李小龙, 苗可秀, 田俊, 田丰",18016,香港,15.13344,1
正义联盟：闪点悖论,"动作, 科幻, 动画, 奇幻, 冒险",8.4,杰伊·欧力瓦 Jay Oliva,"詹姆斯·克莉格 James Krieg, 戈夫·约翰斯 Geoff Johns","贾斯汀·钱伯斯, C·托马斯·豪威尔, 迈克尔·B·乔丹, 凯文·麦克基德, 迪·布拉雷·贝克尔, 史蒂夫·布卢姆, 凯文·康瑞, 萨姆·戴利, 达娜·德拉尼",13108,美国,11.01072,1
杀死比尔整个血腥事件,"动作, 犯罪",8.4,昆汀·塔伦蒂诺 Quentin Tarantino,昆汀·塔伦蒂诺 Quentin Tarantino,"乌玛·瑟曼, 迈克尔·鲍文, 大卫·卡拉丁, 千叶真一, 朱莉·德赖弗斯, 薇薇卡·福克斯, 栗山千明, 迈克尔·马德森, 迈克尔·帕克斯",11859,美国,9.96156,1
最长的一天,"动作, 剧情, 历史, 战争",8.4,"Ken Annakin, Andrew Marton, Bernhard Wicki, Darryl F. Zanuck","Cornelius Ryan, Romain Gary, James Jones, David Pursall, Jack Seddon","理查德·伯顿, 肖恩·康纳利, 亨利·方达, 约翰·韦恩, 莱德·巴顿斯",7778,美国,6.53352,1
红线,"动画, 动作, 科幻",8.4,小池健 Takeshi Koike,"石井克人 Katsuhito Ishii, 榎户洋司 Yoji Enokido, 樱井圭记","木村拓哉, 苍井优, 浅野忠信, Akemi, Mark Allen Jr.",4474,日本,3.75816,1
飞行器里的好小伙，或我是怎样花25小时11分从伦敦飞到巴黎,"冒险, 喜剧, 动作",8.4,肯·安纳金 Ken Annakin,"肯·安纳金 Ken Annakin, 杰克·戴维斯 Jack Davies","Stuart Whitman, Sarah Miles, James Fox, Alberto Sordi, Robert Morley",3734,英国,3.13656,1
福禄双霸天,"喜剧, 动作, 犯罪, 音乐",8.4,John Landis,"Dan Aykroyd, John Landis","约翰·贝鲁西, 丹·艾克罗伊德, 詹姆斯·布朗, 凯比·卡洛威, 雷·查尔斯, 艾瑞莎·弗兰克林, 史蒂夫·克罗帕, 唐纳德·邓恩, Murphy Dunne, 威利·霍尔, 汤姆·马龙, 洛乌·马里尼, 马特·墨菲, 艾伦·鲁宾, 凯丽·费雪",1995,美国,1.6758,2
忍者小英雄,"喜剧, 动作, 运动",8.4,Jon Turteltaub,Edward Emanuel,"黄自强, 迈克尔·特雷纳, 麦克斯·艾略特·斯莱德, Chad Power",1116,美国,0.93744,4
红海行动,"动作, 战争",8.3,林超贤 Dante Lam,"冯骥 Ji Feng, 陈珠珠 Zhuzhu Chen, 林明杰 Eric Lin","张译, 黄景瑜, 海清, 杜江, 蒋璐霞, 尹昉, 王强, 郭家豪, 王雨甜, 麦亨利, 张涵予, 王彦霖",494023,"中国大陆, 香港",410.03909,1
釜山行,"动作, 惊悚, 灾难",8.3,延尚昊 Sang-ho Yeon,延尚昊 Sang-ho Yeon,"孔侑, 郑有美, 马东锡, 金秀安, 金义城, 崔宇植, 安昭熙, 沈恩京, 禹都临",426658,韩国,354.12614,1
速度与激情7,"动作, 犯罪, 惊悚",8.3,温子仁 James Wan,"克里斯·摩根 Chris Morgan, 盖瑞·斯科特·汤普森 Gary Scott Thompson","范·迪塞尔, 保罗·沃克, 杰森·斯坦森, 米歇尔·罗德里格兹, 乔丹娜·布鲁斯特, 泰瑞斯·吉布森, 卢达克里斯, 道恩·强森, 卢卡斯·布莱克, 库尔特·拉塞尔, 娜塔莉·伊曼纽尔, 埃尔莎·帕塔奇, 盖尔·加朵, 约翰·布罗特顿, 卢克·伊万斯, 托尼·贾, 杰曼·翰苏, 诺尔·古格雷米, 阿里·扎勒, 姜成镐, 龙达·鲁西, 伊吉·阿德利亚, 乔恩·李·布罗迪",290950,"美国, 中国大陆, 日本",241.4885,2
金刚狼3：殊死一战,"剧情, 动作, 科幻",8.3,詹姆斯·曼高德 James Mangold,"詹姆斯·曼高德 James Mangold, 迈克尔·格林 Michael Green, 斯科特·弗兰克 Scott Frank","休·杰克曼, 帕特里克·斯图尔特, 达芙妮·基恩, 波伊德·霍布鲁克, 斯戴芬·莫昌特, 伊丽莎白·罗德里格斯, 多丽丝·莫尔加多, 理查德·E·格兰特, 玛丽·佩顿·斯图尔特, 伊利斯·尼尔, 艾瑞琪·拉·塞拉, 劳伦·格罗斯, 胡安·贾斯帕, 克日什托夫·索什斯基, 萨博·班克森",276435,美国,229.44105,3
霍比特人3：五军之战,"动作, 奇幻, 冒险",8.3,彼得·杰克逊 Peter Jackson,"弗兰·威尔士 Fran Walsh, 菲利帕·鲍恩斯 Philippa Boyens, 彼得·杰克逊 Peter Jackson, 吉尔莫·德尔·托罗 Guillermo del Toro, J·R·R·托尔金 J.R.R. Tolkien","马丁·弗瑞曼, 伊恩·麦克莱恩, 理查德·阿米蒂奇, 伊万杰琳·莉莉, 李·佩斯, 卢克·伊万斯, 本尼迪克特·康伯巴奇, 肯·斯托特, 詹姆斯·内斯比特, 比利·康诺利, 凯特·布兰切特, 伊安·霍姆, 克里斯托弗·李, 雨果·维文, 奥兰多·布鲁姆, 马努·贝内特, 艾丹·特纳, 迪恩·奥戈曼, 格拉汉姆·麦克泰维什, 斯蒂芬·弗雷, 米卡埃尔·佩斯布兰特",217288,"美国, 新西兰",180.34904,2
蝙蝠侠：侠影之谜,"剧情, 动作, 科幻, 犯罪, 惊悚",8.3,克里斯托弗·诺兰 Christopher Nolan,"大卫·S·高耶 David S. Goyer, 克里斯托弗·诺兰 Christopher Nolan","克里斯蒂安·贝尔, 迈克尔·凯恩, 连姆·尼森, 凯蒂·霍尔姆斯, 加里·奥德曼, 基里安·墨菲, 汤姆·威尔金森, 鲁特格尔·哈尔, 渡边谦, 小马克·布恩, 莱纳斯·罗彻, 摩根·弗里曼, 拉里·霍尔登, 杰拉德·墨菲, 柯林·麦克法兰, 莎拉·斯图尔特, 加斯·刘易斯, 理查德·布雷克, 拉德·舍博德兹加, 艾玛·洛克哈特, 克里斯蒂尼·亚当斯, 凯瑟琳·波特, 约翰·诺兰, 杰克·格里森",163788,"美国, 英国",135.94404,1
热血警探,"喜剧, 动作",8.3,埃德加·赖特 Edgar Wright,"埃德加·赖特 Edgar Wright, 西蒙·佩吉 Simon Pegg","西蒙·佩吉, 尼克·弗罗斯特, 马丁·弗瑞曼, 比尔·奈伊, 提摩西·道尔顿, 吉姆·布劳德本特, Robert Popper, 乔·考尼什, Chris Waitt, 比莉·怀特劳, 彼得·怀特, 朱丽亚·迪金, 比尔·贝利, 保罗·弗里曼, 伊丽莎白·埃尔文, 斯图亚特·维尔森, 帕迪·康斯戴恩, 拉菲·斯波, 凯文·埃尔登, 卡尔·约翰逊, Sampson, 奥利维娅·科尔曼, 爱德华·伍德华德, 安妮·雷德, 肯尼思·库兰汉姆, 亚当·布克斯顿, 斯戴芬·莫昌特, 蒂姆·巴洛, 罗伊·麦克凯恩, 爱丽丝·洛维, 罗恩·库克, 大卫·斯瑞弗, 露茜·彭奇, 大卫·布拉德利, Maria Charles, 凯特·布兰切特, 史蒂夫·库根, 大卫·威廉·詹姆斯·埃利奥特, 彼得·杰克逊, 加斯·詹宁斯, 约瑟夫·麦克曼纳斯, Joel Stubbs, 埃德加·赖特",98247,"美国, 法国, 英国",81.54501,1
笑傲江湖2：东方不败,"动作, 武侠, 古装",8.3,程小东 Siu-Tung Ching,"徐克, 邓碧燕 Elsa Tang, 陈天璇 Tin-suen Chan","李连杰, 林青霞, 关之琳, 李嘉欣, 李子雄, 余安安, 袁洁莹, 刘洵, 任世官, 钱嘉乐",98021,香港,81.35743,2
星球大战,"动作, 科幻, 冒险",8.3,乔治·卢卡斯 George Lucas,乔治·卢卡斯 George Lucas,"哈里森·福特, 马克·哈米尔, 凯丽·费雪, 彼得·库欣, 亚历克·吉尼斯, 彼德·梅犹, 大卫·鲍罗斯, 詹姆斯·厄尔·琼斯",73054,美国,60.63482,2
太极旗飘扬,"动作, 剧情, 战争",8.3,姜帝圭 Je-gyu Kang,"姜帝圭 Je-gyu Kang, 韩知勋 Ji-hoon Han","张东健, 元斌, 李恩珠, 孔炯轸, 崔岷植, 郑太勋",57130,韩国,47.4179,1
星球大战2：帝国反击战,"动作, 冒险, 科幻",8.3,Irvin Kershner,"George Lucas, Lawrence Kasdan, Leigh Brackett","马克·哈米尔, 哈里森·福特, 凯丽·费雪, 比利·迪·威廉姆斯, 安东尼·丹尼尔斯, 大卫·鲍罗斯, 彼德·梅犹, 肯尼·贝克, 弗兰克·奥兹, 亚历克·吉尼斯",56517,美国,46.90911,2
天国王朝,"剧情, 动作, 历史",8.3,雷德利·斯科特 Ridley Scott,威廉·莫纳汉 William Monahan,"奥兰多·布鲁姆, 伊娃·格林, 爱德华·诺顿, 连姆·尼森, 麦克·辛, 艾瑞克·艾伯纳尼, 大卫·休里斯, 杰瑞米·艾恩斯, 马尔顿·索克斯",53263,"美国, 英国, 西班牙, 德国, 摩洛哥",44.20829,2
星球大战3：绝地归来,"动作, 科幻, 冒险",8.3,Richard Marquand,"George Lucas, Lawrence Kasdan","马克·哈米尔, 哈里森·福特, 安东尼·丹尼尔斯, 凯丽·费雪, 比利·迪·威廉姆斯, 彼德·梅犹, 伊恩·麦克迪阿梅德, 弗兰克·奥兹, 亚历克·吉尼斯",52179,美国,43.30857,2
喋血双雄,"动作, 犯罪, 剧情, 惊悚",8.3,吴宇森 John Woo,吴宇森 John Woo,"周润发, 李修贤, 叶倩文, 曾江, 朱江, 成奎安, 黄光亮",42250,香港,35.0675,1
一个字头的诞生,"动作, 喜剧, 犯罪",8.3,韦家辉 Ka-Fai Wai,"韦家辉 Ka-Fai Wai, 司徒锦源 Kam-Yuen Szeto, 邹凯光 Matt Chow","刘青云, 吴镇宇, 李若彤, 徐锦江, 张达明, 郑祖, 宋本中, 黄卓玲",33842,香港,28.08886,1
荒野大镖客,"动作, 西部",8.3,赛尔乔·莱翁 Sergio Leone,"赛尔乔·莱翁 Sergio Leone, Víctor Andrés Catena, A. Bonzzoni, Jaime Comas, Jaime Comas Gil, Mark Lowell","克林特·伊斯特伍德, 吉安·玛丽亚·沃隆特, 沃尔夫冈·路卡西, 玛丽安妮·柯奇, 西戈德·拉普, 约瑟夫·埃格, 何塞·卡尔沃, 玛加丽塔·洛扎诺, 丹尼尔·马汀, 贝尼托·斯特凡内利, 马里奥·布雷加, 布鲁诺·卡罗泰努托, 阿尔多·桑布雷利",23606,"意大利, 西班牙, 西德",19.59298,1
猛龙过江,"动作, 喜剧, 犯罪, 剧情, 惊悚",8.3,李小龙,李小龙,"李小龙, 苗可秀, 罗礼士",20708,香港,17.18764,2
白色严冬,"剧情, 动作, 历史, 战争",8.3,Petter N?ss,"Ole Meldgaard, Dave Mango, Petter N?ss","鲁伯特·格林特, 大卫·克劳斯, 斯蒂格·亨里克·霍夫, 弗洛里安·卢卡斯, 拉克兰·尼布尔, Morten Faldaas, Kim Haugen, Knut Joner, Sondre Krogtoft Larsen",8066,"挪威, 瑞典, 法国",6.69478,1
蝙蝠侠：红影迷踪,"动作, 动画, 犯罪, 惊悚",8.3,Brandon Vietti,Judd Winick,"布鲁斯·格林伍德, 尼尔·帕特里克·哈里斯, 詹森·阿克斯, 约翰·迪·玛吉欧",7648,美国,6.34784,1
奏鸣曲,"喜剧, 动作, 犯罪",8.3,北野武 Takeshi Kitano,北野武 Takeshi Kitano,"北野武, 国舞亚矢, 渡边哲, 胜村政信, 寺岛进, 大杉涟, 矢岛健一",7646,日本,6.34618,1
日落黄沙,"动作, 西部",8.3,Sam Peckinpah,"Walon Green, Sam Peckinpah","威廉·霍尔登, 欧内斯特·博格宁, 罗伯特·瑞安, 艾德蒙·奥布莱恩, 沃伦·奥茨",5292,美国,4.39236,1
战国英豪,"动作, 冒险",8.3,黑泽明 Akira Kurosawa,"黑泽明 Akira Kurosawa, 小国英雄 Hideo Oguni, 桥本忍 Shinobu Hashimoto, 菊岛隆三","三船敏郎, 千秋实, 藤原釜足, 上原美佐, 志村乔",4622,日本,3.83626,1
孟菲斯美女号,"动作, 剧情, 战争",8.3,迈克尔·卡顿·琼斯 Michael Caton-Jones,Monte Merrick,"马修·莫迪恩, 埃里克·斯托尔兹, 西恩·奥斯汀",2403,"英国, 日本, 美国",1.99449,1
菜鸟总动员：毕业,"剧情, 动作",8.3,平川雄一朗 Yuichiro Hirakawa,泉吉紘,"佐藤隆太, 市原隼人, 小出惠介, 城田优, 中尾明庆, 高冈奏辅, 桐谷健太, 佐藤健, 五十岚隼士, 山本裕典, 石田卓也",2348,日本,1.94884,1
飞出个未来大电影2：万背之兽,"动画, 动作, 喜剧, 爱情, 科幻",8.3,Peter Avanzino,Michael Rowe,"Frank Welker, 凯特蕾·萨加尔, 劳伦·汤姆, 比利·维斯特, 莫里斯·拉马奇",2347,美国,1.94801,3
西游记之大圣归来,"喜剧, 动作, 动画, 奇幻",8.2,田晓鹏 Xiaopeng Tian,"田晓鹏 Xiaopeng Tian, 刘虎 Hu Liu, 米粒 Li Mi, 金冉 Ran Jin, 金成 Cheng Jin","张磊, 林子杰, 吴文伦, 童自荣, 刘九容, 吴迪, 刘北辰, 赵乾景, 周帅",416708,中国大陆,341.70056,1
X战警：逆转未来,"动作, 科幻, 冒险",8.2,布莱恩·辛格 Bryan Singer,"西蒙·金伯格 Simon Kinberg, 简·古德曼 Jane Goldman, 马修·沃恩 Matthew Vaughn","休·杰克曼, 詹姆斯·麦卡沃伊, 迈克尔·法斯宾德, 詹妮弗·劳伦斯, 哈莉·贝瑞, 尼古拉斯·霍尔特, 埃文·彼得斯, 伊恩·麦克莱恩, 帕特里克·斯图尔特, 艾伦·佩吉, 安娜·帕奎因, 彼特·丁拉基, 肖恩·阿什莫, 卢卡斯·提尔, 丹尼尔·库德摩尔, 波波·斯图尔特, 奥玛·希, 范冰冰, 阿丹·坎托, 乔什·赫尔曼",288624,"美国, 英国",236.67168,2
碟中谍4,"动作, 惊悚, 冒险",8.2,布拉德·伯德 Brad Bird,"布鲁斯·盖勒 Bruce Geller, 乔什·阿佩尔鲍姆 Josh Appelbaum, 安德烈·内梅克 André Nemec, 斯蒂文·泽里安 Steven Zaillian, 大卫·凯普 David Koepp","汤姆·克鲁斯, 杰瑞米·雷纳, 西蒙·佩吉, 宝拉·巴顿, 乔什·哈洛威, 迈克尔·恩奎斯特, 亚尼·卡普, 蕾雅·赛杜, 弗拉基米尔·马什科夫, 文·瑞姆斯, 米歇尔·莫纳汉",286634,美国,235.03988,1
第九区,"动作, 剧情, 科幻, 惊悚",8.2,尼尔·布洛姆坎普 Neill Blomkamp,"尼尔·布洛姆坎普 Neill Blomkamp, 特丽·塔歇尔 Terri Tatchell","沙尔托·科普雷, 詹森·库伯, 娜塔莉·博尔特, 茜尔雯·斯特赖克, 约翰·萨莫尔, 威廉·艾伦·扬, 尼克·布雷克, 杰德·布罗菲, 路易斯·米纳尔, 瓦妮莎·海伍德, 玛丽安·胡曼, 维多利奥·莱奥纳迪, 曼德拉·加杜卡, 约翰·范·肖尔, 斯特拉·斯廷坎普, 戴维·詹姆斯, 肯尼思·恩科西, 蒂姆·戈登, 莫尔内·埃拉斯姆斯, 尤金·孔巴尼瓦, 赫棱基维·马德拉拉, 西雅邦加·拉德贝, 梅尔特·西贝尔哈亨, 安德勒·奥登达尔, 尼克·伯莱尼, 罗伯特·霍布斯",251321,"美国, 新西兰, 加拿大, 南非",206.08322,1
霍比特人1：意外之旅,"动作, 奇幻, 冒险",8.2,彼得·杰克逊 Peter Jackson,"弗兰·威尔士 Fran Walsh, 菲利帕·鲍恩斯 Philippa Boyens, 彼得·杰克逊 Peter Jackson, 吉尔莫·德尔·托罗 Guillermo del Toro, 托尔金 J.R.R. Tolkien","伊恩·麦克莱恩, 马丁·弗瑞曼, 理查德·阿米蒂奇, 肯·斯托特, 格拉汉姆·麦克泰维什, 詹姆斯·内斯比特, 迪恩·奥戈曼, 艾丹·特纳, 雨果·维文, 凯特·布兰切特, 安迪·瑟金斯, 西尔维斯特·迈可伊, 克里斯托弗·李, 伊莱贾·伍德, 伊安·霍姆, 李·佩斯",248944,"美国, 新西兰",204.13408,2
碟中谍6：全面瓦解,"动作, 惊悚, 冒险",8.2,克里斯托弗·麦奎里 Christopher McQuarrie,"克里斯托弗·麦奎里 Christopher McQuarrie, 布鲁斯·盖勒 Bruce Geller","汤姆·克鲁斯, 亨利·卡维尔, 文·瑞姆斯, 西蒙·佩吉, 丽贝卡·弗格森, 西恩·哈里斯, 安吉拉·贝塞特, 凡妮莎·柯比, 米歇尔·莫纳汉, 韦斯·本特利, 费雷德里克·施密特, 亚历克·鲍德温, 杨亮, 克里斯托弗·琼勒, 沃尔夫·布利策, 拉斐尔·琼勒, 安德鲁·卡扎纳夫·平, 克里斯多夫·德·舒瓦西, 拉裴尔·德普雷, 让·巴普蒂斯特·菲永, 马克斯·盖勒, 奥利维尔·体班德, 亚历山大·普尔, 阿利克斯·贝纳泽什, 乔伊·安沙, 维利贝·托皮奇, 格雷厄姆·福克斯, 卡斯珀·菲利普森, 菲恩·乔利, 鲁斯·贝恩, 奈杰尔·艾伦",245020,美国,200.9164,2
霍比特人2：史矛革之战,"动作, 奇幻, 冒险",8.2,彼得·杰克逊 Peter Jackson,"托尔金 J.R.R. Tolkien（小说作者）, 弗兰·威尔士 Fran Walsh, 菲利帕·鲍恩斯 Philippa Boyens, 彼得·杰克逊 Peter Jackson, 吉尔莫·德尔·托罗 Guillermo del Toro","伊恩·麦克莱恩, 马丁·弗瑞曼, 理查德·阿米蒂奇, 本尼迪克特·康伯巴奇, 奥兰多·布鲁姆, 伊万杰琳·莉莉, 李·佩斯, 卢克·伊万斯, 斯蒂芬·弗雷, 肯·斯托特, 詹姆斯·内斯比特, 约翰·贝尔, 马努·贝内特, 杰德·布罗菲, 亚当·布朗, 约翰·凯伦, 瑞安·盖奇, 马克·哈德洛, 彼得·汉布尔顿, 斯蒂芬·亨特, 威廉·基尔舍, 西尔维斯特·迈可伊, 格拉汉姆·麦克泰维什, 迪恩·奥戈曼, 米卡埃尔·佩斯布兰特, 艾丹·特纳",216257,"美国, 新西兰",177.33074,2
X战警：第一战,"动作, 剧情, 科幻",8.2,马修·沃恩 Matthew Vaughn,"简·古德曼 Jane Goldman, 马修·沃恩 Matthew Vaughn, 布莱恩·辛格 Bryan Singer, 阿什利·米勒 Ashley Miller, 扎克·施坦茨 Zack Stentz, 谢尔顿·特纳  Sheldon Turner","詹姆斯·麦卡沃伊, 迈克尔·法斯宾德, 詹纽瑞·琼斯, 詹妮弗·劳伦斯, 萝丝·拜恩, 尼古拉斯·霍尔特, 凯文·贝肯, 佐伊·克罗维兹, 亚历·冈萨雷斯, 杰森·弗莱明, 卢卡斯·提尔, 摩根·莉莉, 艾迪·盖瑟吉, 奥利弗·普莱特, 雷·怀斯, 比尔·米尔纳, 卡赖伯·兰德里·琼斯",212961,"美国, 英国",174.62802,1
国产凌凌漆,"动作, 喜剧",8.2,"李力持 Lik-Chi Lee, 周星驰 Stephen Chow","谷德昭 Vincent Kok, 李力持 Lik-Chi Lee, 张肇麟 Roman Cheung, 周星驰 Stephen Chow","周星驰, 袁咏仪, 罗家英, 陈宝莲, 郑祖, 黄锦江, 李力持, 于荣光, 李健仁, 古明华, 黄一飞, 梁思浩, 梁小熊, 曾守明, 邓兆尊, 梁克逊, 黄老邪, 叶进",190270,香港,156.0214,1
铁甲钢拳,"剧情, 动作, 科幻, 运动",8.2,肖恩·利维 Shawn Levy,"丹·吉尔罗伊 Dan Gilroy, John Gatins, 杰里米·莱文 Jeremy Leven","休·杰克曼, 达科塔·高尤, 凯文·杜兰, 安东尼·麦凯, 伊万杰琳·莉莉, 霍普·戴维斯, 詹姆斯·瑞布霍恩, 奥嘉·方达",175579,"美国, 印度",143.97478,1
飓风营救,"动作, 犯罪, 剧情, 惊悚",8.2,皮埃尔·莫瑞尔 Pierre Morel,"吕克·贝松 Luc Besson, 罗伯特·马克·卡门 Robert Mark Kamen","连姆·尼森, 玛姬·格蕾斯, 法米克·詹森, 勒兰德·奥瑟, 强·格瑞斯, 大卫·沃肖夫斯基, 凯蒂·卡西迪, 山德·贝克利",144254,"法国, 美国, 英国",118.28828,1
买凶拍人,"犯罪, 动作, 喜剧",8.2,彭浩翔 Ho-Cheung Pang,"彭浩翔 Ho-Cheung Pang, 谷德昭 Vincent Kok","葛民辉, 张达明, 詹瑞文, 樋口明日嘉, 陈惠敏, 方子璇, 陈辉虹, 缪非临, 刘以达, 林雪, 邵音音, 王合喜",100254,香港,82.20828,1
